time,disMax,disMin,disAvg,disInter,disStd,speedAvg,vMax,vMaxPos,vMin,vAvg,vInter,vStd,vEqualPer,vPre5,vPre5DivVmax,vPre5DivVmin,vPost10,vPost10DivVmax,vPost10DivVmin,vdMax,vdMin,vdInter,vdAvg,vdStd,vdEqualPer,yMax,yMin,yAvg,yStd,yInter,yTotalDis,yv,yTotalDisAvg,yDisMax,yDisEqualPer,yvAvg,yvStd
1.01,6.0,1.0,2.42,5.0,1.73,0.1,0.86,0.42,0.0,0.28,0.85,0.25,0.05,0.08,0.78,0.07,0.03,0.83,0.03,0.46,0.0,0.46,0.11,0.11,0.12,6.0,0.0,3.64,2.0,6.0,6.0,0.01,0.14,1.0,0.86,0.01,0.04
2.18,8.0,1.0,2.57,7.0,1.84,0.1,0.57,0.01,0.0,0.16,0.57,0.13,0.08,0.34,0.23,0.34,0.01,0.56,0.01,0.26,0.0,0.26,0.06,0.05,0.05,0.0,-2.0,-0.24,0.64,2.0,2.0,0.0,0.02,2.0,0.99,0.0,0.01
1.47,6.0,0.0,3.12,6.0,1.72,0.13,0.43,0.52,0.0,0.19,0.43,0.11,0.03,0.31,0.12,0.31,0.03,0.4,0.03,0.13,0.0,0.13,0.05,0.03,0.12,27.0,0.0,18.62,9.22,27.0,27.0,0.02,0.45,2.0,0.6,0.03,0.04
1.91,12.0,0.0,3.28,12.0,2.89,0.25,2.2,0.28,0.0,0.41,2.2,0.39,0.12,0.65,1.55,0.65,0.02,2.18,0.02,0.95,0.0,0.95,0.13,0.14,0.1,7.0,-14.0,-2.87,6.44,21.0,63.0,0.03,0.43,2.0,0.64,0.05,0.08
0.98,23.0,0.0,5.55,23.0,6.53,0.17,1.53,0.23,0.0,0.33,1.53,0.41,0.07,0.52,1.02,0.52,0.01,1.52,0.01,1.0,0.0,1.0,0.15,0.22,0.0,13.0,0.0,5.22,4.83,13.0,13.0,0.01,0.42,3.0,0.65,0.02,0.04
3.0,1.0,0.0,0.95,1.0,0.21,0.02,1.0,0.75,0.0,0.1,1.0,0.13,0.09,0.07,0.93,0.07,0.01,0.99,0.01,0.98,0.0,0.98,0.08,0.16,0.09,6.0,0.0,2.87,1.93,6.0,6.0,0.0,0.07,1.0,0.93,0.0,0.02
3.0,15.0,0.0,2.63,15.0,2.78,0.06,2.5,0.05,0.0,0.32,2.5,0.51,0.03,0.8,1.7,0.8,0.0,2.5,0.0,1.93,0.0,1.93,0.32,0.49,0.03,0.0,-9.0,-2.81,2.63,9.0,9.0,0.0,0.11,1.0,0.89,0.01,0.03
3.0,6.0,1.0,2.04,5.0,1.17,0.06,1.25,0.1,0.0,0.25,1.25,0.22,0.07,0.28,0.97,0.28,0.02,1.23,0.02,1.0,0.0,1.0,0.16,0.2,0.04,21.0,0.0,12.92,4.87,21.0,31.0,0.01,0.28,1.0,0.72,0.04,0.11
3.0,15.0,0.0,2.21,15.0,3.69,0.06,0.93,0.11,0.0,0.11,0.93,0.2,0.39,0.23,0.7,0.23,0.0,0.93,0.0,0.62,0.0,0.62,0.05,0.09,0.37,1.0,-5.0,-1.81,2.44,6.0,7.0,0.0,0.07,1.0,0.93,0.0,0.01
2.96,15.0,0.0,2.97,15.0,3.6,0.07,0.87,0.13,0.0,0.18,0.87,0.22,0.14,0.48,0.39,0.48,0.0,0.87,0.0,0.43,0.0,0.43,0.06,0.07,0.15,8.0,0.0,4.88,2.28,8.0,17.0,0.01,0.25,1.0,0.75,0.01,0.03
3.0,9.0,0.0,2.23,9.0,1.74,0.06,1.17,0.04,0.0,0.25,1.17,0.24,0.07,0.77,0.4,0.77,0.01,1.16,0.01,0.63,0.0,0.63,0.11,0.11,0.13,7.0,0.0,2.6,1.73,7.0,9.0,0.0,0.08,1.0,0.92,0.01,0.03
1.98,3.0,0.0,1.26,3.0,0.56,0.09,3.0,0.36,0.0,0.59,3.0,0.46,0.21,0.33,2.67,0.33,0.01,2.99,0.01,2.67,0.0,2.67,0.39,0.46,0.2,7.0,-3.0,0.09,3.3,10.0,13.0,0.01,0.1,1.0,0.9,0.04,0.13
1.38,7.0,0.0,2.38,7.0,2.06,0.06,0.75,0.06,0.0,0.14,0.75,0.17,0.1,0.38,0.38,0.38,0.01,0.74,0.01,0.5,0.0,0.5,0.06,0.11,0.0,0.0,-4.0,-2.61,1.28,4.0,7.0,0.01,0.22,1.0,0.78,0.01,0.03
2.0,2.0,0.0,1.02,2.0,0.37,0.11,2.0,0.08,0.0,0.58,2.0,0.44,0.23,0.42,1.58,0.42,0.02,1.98,0.02,2.0,0.0,2.0,0.37,0.41,0.26,25.0,0.0,12.08,6.65,25.0,27.0,0.01,0.12,1.0,0.88,0.08,0.24
3.0,2.0,1.0,1.22,1.0,0.42,0.03,0.29,0.22,0.0,0.11,0.28,0.08,0.23,0.19,0.09,0.19,0.01,0.28,0.01,0.19,0.0,0.19,0.04,0.04,0.16,1.0,-2.0,-0.39,1.02,3.0,5.0,0.0,0.08,1.0,0.92,0.01,0.03
3.0,5.0,0.0,1.89,5.0,1.35,0.02,0.83,0.36,0.0,0.16,0.83,0.22,0.06,0.0,0.83,0.0,0.0,0.83,0.0,0.63,0.0,0.63,0.13,0.16,0.03,0.0,-23.0,-13.16,7.6,23.0,31.0,0.01,0.84,4.0,0.43,0.08,0.14
1.83,7.0,0.0,1.16,7.0,1.03,0.05,0.5,0.01,0.0,0.07,0.5,0.07,0.12,0.22,0.28,0.22,0.01,0.49,0.01,0.26,0.0,0.26,0.04,0.04,0.22,0.0,-4.0,-1.64,1.08,4.0,4.0,0.0,0.05,1.0,0.95,0.0,0.01
1.1,9.0,0.0,2.86,9.0,2.46,0.1,4.5,0.11,0.0,0.43,4.5,0.77,0.0,0.65,3.85,0.65,0.16,4.34,0.16,3.77,0.0,3.77,0.39,0.84,0.09,0.0,-2.0,-1.34,0.9,2.0,2.0,0.0,0.05,1.0,0.95,0.0,0.01
1.61,11.0,0.0,2.9,11.0,2.93,0.09,0.69,0.15,0.0,0.18,0.69,0.19,0.06,0.11,0.58,0.11,0.01,0.68,0.01,0.23,0.0,0.23,0.07,0.05,0.04,13.0,0.0,7.8,3.74,13.0,13.0,0.01,0.27,2.0,0.81,0.02,0.04
1.18,10.0,1.0,3.65,9.0,2.91,0.17,1.43,0.17,0.0,0.43,1.43,0.37,0.26,0.53,0.9,0.53,0.01,1.42,0.01,0.9,0.0,0.9,0.12,0.17,0.15,1.0,0.0,0.96,0.19,1.0,1.0,0.0,0.02,1.0,0.98,0.0,0.0
2.51,12.0,1.0,3.68,11.0,2.31,0.09,4.0,0.05,0.0,0.53,4.0,0.84,0.02,0.17,3.83,0.17,0.02,3.98,0.01,3.85,0.0,3.85,0.72,0.94,0.02,0.0,-36.0,-20.97,9.04,36.0,60.0,0.02,1.0,4.0,0.37,0.15,0.27
0.84,9.0,1.0,2.78,8.0,2.11,0.12,1.29,0.11,0.01,0.31,1.28,0.33,0.14,0.05,1.24,0.04,0.02,1.27,0.01,0.89,0.0,0.89,0.15,0.19,0.09,0.0,-1.0,-0.46,0.5,1.0,2.0,0.0,0.06,1.0,0.94,0.01,0.03
1.83,19.0,0.0,2.35,19.0,3.44,0.14,2.33,0.41,0.0,0.33,2.33,0.41,0.06,0.08,2.26,0.08,0.01,2.32,0.01,2.21,0.0,2.21,0.27,0.43,0.03,0.0,-4.0,-2.34,1.55,4.0,10.0,0.01,0.09,1.0,0.91,0.01,0.04
0.25,8.0,1.0,4.95,7.0,2.54,0.38,1.0,0.39,0.06,0.59,0.94,0.34,0.12,0.2,0.8,0.14,0.13,0.88,0.07,0.5,0.0,0.5,0.16,0.15,0.13,12.0,0.0,7.0,4.71,12.0,12.0,0.05,0.63,3.0,0.58,0.08,0.1
3.0,9.0,0.0,1.15,9.0,1.49,0.05,0.57,0.02,0.0,0.07,0.57,0.09,0.26,0.28,0.29,0.28,0.0,0.57,0.0,0.24,0.0,0.24,0.04,0.05,0.33,16.0,0.0,11.64,3.36,16.0,21.0,0.01,0.14,2.0,0.87,0.01,0.02
2.88,13.0,0.0,2.21,13.0,2.49,0.04,0.87,0.02,0.0,0.12,0.87,0.17,0.09,0.47,0.4,0.47,0.0,0.86,0.0,0.64,0.0,0.64,0.05,0.1,0.07,9.0,-5.0,4.65,3.59,14.0,19.0,0.01,0.4,5.0,0.7,0.02,0.05
1.34,10.0,0.0,2.58,10.0,2.68,0.11,1.25,0.15,0.0,0.29,1.25,0.36,0.24,0.09,1.16,0.09,0.01,1.24,0.01,0.38,0.0,0.38,0.09,0.1,0.23,0.0,-5.0,-2.59,2.09,5.0,5.0,0.0,0.09,1.0,0.91,0.01,0.03
3.0,4.0,0.0,1.95,4.0,1.03,0.01,0.36,0.05,0.0,0.16,0.36,0.12,0.1,0.35,0.01,0.35,0.0,0.36,0.0,0.26,0.0,0.26,0.09,0.08,0.07,7.0,0.0,5.16,2.15,7.0,7.0,0.0,0.16,2.0,0.86,0.02,0.04
1.22,5.0,0.0,1.5,5.0,0.86,0.07,0.5,0.04,0.0,0.13,0.5,0.11,0.05,0.32,0.18,0.32,0.03,0.47,0.03,0.38,0.0,0.38,0.09,0.08,0.07,0.0,-3.0,-2.53,0.77,3.0,5.0,0.0,0.09,1.0,0.91,0.0,0.02
2.82,7.0,0.0,2.43,7.0,2.27,0.04,1.17,0.05,0.0,0.28,1.17,0.31,0.05,0.91,0.25,0.91,0.01,1.16,0.01,0.39,0.0,0.39,0.12,0.1,0.07,10.0,0.0,5.93,2.82,10.0,11.0,0.0,0.25,3.0,0.8,0.02,0.08
3.0,12.0,0.0,1.81,12.0,1.92,0.06,3.0,0.24,0.0,0.64,3.0,0.63,0.14,0.18,2.82,0.18,0.0,3.0,0.0,3.0,0.0,3.0,0.43,0.51,0.14,23.0,0.0,12.9,7.66,23.0,25.0,0.0,0.14,2.0,0.87,0.06,0.19
1.35,9.0,1.0,3.13,8.0,2.32,0.11,2.5,0.36,0.01,0.23,2.49,0.39,0.0,0.21,2.29,0.2,0.02,2.48,0.01,2.43,0.0,2.43,0.21,0.49,0.07,10.0,0.0,4.96,4.09,10.0,10.0,0.01,0.21,2.0,0.83,0.01,0.04
2.14,14.0,0.0,3.02,14.0,2.74,0.08,0.74,0.08,0.0,0.18,0.74,0.17,0.05,0.23,0.51,0.23,0.01,0.73,0.01,0.48,0.0,0.48,0.09,0.09,0.0,11.0,0.0,8.05,2.72,11.0,13.0,0.01,0.22,2.0,0.85,0.01,0.03
1.87,7.0,0.0,2.94,7.0,1.84,0.13,1.2,0.55,0.0,0.36,1.2,0.28,0.07,0.18,1.02,0.18,0.01,1.19,0.01,0.7,0.0,0.7,0.16,0.16,0.14,9.0,-1.0,4.26,3.8,10.0,16.0,0.01,0.19,2.0,0.82,0.02,0.05
3.0,6.0,0.0,1.54,6.0,1.15,0.02,0.75,0.1,0.0,0.18,0.75,0.16,0.13,0.31,0.44,0.31,0.0,0.75,0.0,0.67,0.0,0.67,0.13,0.12,0.16,14.0,0.0,7.07,5.08,14.0,14.0,0.0,0.15,2.0,0.86,0.02,0.06
0.72,6.0,0.0,1.43,6.0,0.73,0.33,6.0,0.09,0.0,0.71,6.0,0.76,0.16,0.35,5.65,0.35,0.14,5.86,0.14,5.71,0.0,5.71,0.5,0.76,0.24,7.0,0.0,5.02,1.68,7.0,10.0,0.01,0.06,1.0,0.94,0.03,0.15
1.21,38.0,0.0,5.66,38.0,8.72,0.14,2.24,0.21,0.0,0.37,2.24,0.55,0.07,0.06,2.18,0.06,0.0,2.23,0.0,1.55,0.0,1.55,0.22,0.33,0.04,8.0,0.0,4.3,3.25,8.0,13.0,0.01,0.45,2.0,0.66,0.03,0.06
1.32,3.0,0.0,1.1,3.0,0.51,0.08,2.0,0.17,0.0,0.37,2.0,0.38,0.15,0.19,1.81,0.19,0.01,1.99,0.01,1.8,0.0,1.8,0.31,0.39,0.15,1.0,-5.0,-2.21,2.03,6.0,10.0,0.01,0.11,1.0,0.89,0.02,0.11
3.0,4.0,0.0,1.35,4.0,0.72,0.02,0.6,0.11,0.0,0.12,0.6,0.12,0.16,0.13,0.47,0.13,0.02,0.58,0.02,0.27,0.0,0.27,0.07,0.06,0.11,2.0,-3.0,0.83,1.53,5.0,7.0,0.0,0.09,1.0,0.91,0.01,0.03
2.06,4.0,0.0,1.27,4.0,0.89,0.04,1.0,0.03,0.0,0.11,1.0,0.16,0.05,0.1,0.9,0.1,0.01,0.99,0.01,1.0,0.0,1.0,0.1,0.17,0.05,15.0,0.0,8.68,4.52,15.0,15.0,0.01,0.23,1.0,0.77,0.02,0.07
2.57,9.0,0.0,1.45,9.0,1.17,0.06,1.0,0.12,0.0,0.14,1.0,0.16,0.18,0.07,0.93,0.07,0.01,0.99,0.01,0.5,0.0,0.5,0.07,0.08,0.16,14.0,-3.0,4.85,6.03,17.0,20.0,0.01,0.18,2.0,0.84,0.02,0.05
1.55,19.0,1.0,6.78,18.0,4.78,0.12,1.83,0.19,0.0,0.6,1.83,0.49,0.04,0.45,1.38,0.45,0.01,1.83,0.01,1.44,0.0,1.44,0.29,0.4,0.04,0.0,-11.0,-8.57,2.5,11.0,15.0,0.01,0.56,4.0,0.7,0.03,0.06
1.06,3.0,0.0,1.1,3.0,0.39,0.19,2.0,0.21,0.0,0.36,2.0,0.29,0.19,0.36,1.64,0.36,0.05,1.95,0.05,2.0,0.0,2.0,0.23,0.33,0.22,25.0,0.0,14.38,8.14,25.0,29.0,0.03,0.16,1.0,0.84,0.06,0.17
2.68,3.0,0.0,1.43,3.0,0.61,0.07,0.5,0.41,0.0,0.14,0.5,0.1,0.05,0.04,0.46,0.04,0.02,0.48,0.02,0.37,0.0,0.37,0.09,0.07,0.05,3.0,-8.0,0.65,3.37,11.0,14.0,0.01,0.1,2.0,0.91,0.01,0.03
1.39,3.0,0.0,1.24,3.0,0.5,0.05,1.0,0.13,0.0,0.13,1.0,0.15,0.02,0.16,0.84,0.16,0.01,0.99,0.01,0.87,0.0,0.87,0.1,0.16,0.02,0.0,-6.0,-3.45,2.23,6.0,11.0,0.01,0.2,2.0,0.82,0.04,0.14
3.0,5.0,0.0,1.26,5.0,0.71,0.05,3.0,0.34,0.0,0.49,3.0,0.49,0.21,0.19,2.81,0.19,0.0,3.0,0.0,2.5,0.0,2.5,0.3,0.43,0.16,6.0,-2.0,2.97,3.13,8.0,16.0,0.0,0.1,1.0,0.9,0.03,0.13
3.0,14.0,0.0,2.06,14.0,2.25,0.03,5.5,0.12,0.0,0.3,5.5,0.68,0.01,0.46,5.04,0.46,0.0,5.5,0.0,5.41,0.0,5.41,0.37,0.88,0.04,8.0,-3.0,0.96,2.99,11.0,14.0,0.0,0.17,2.0,0.84,0.01,0.04
3.0,4.0,0.0,1.53,4.0,0.95,0.06,1.0,0.15,0.0,0.17,1.0,0.17,0.05,0.05,0.95,0.05,0.01,0.99,0.01,0.82,0.0,0.82,0.13,0.17,0.09,12.0,0.0,7.18,2.72,12.0,18.0,0.01,0.15,1.0,0.85,0.01,0.04
3.0,7.0,0.0,2.72,7.0,1.42,0.06,0.41,0.25,0.0,0.15,0.41,0.1,0.04,0.12,0.3,0.12,0.01,0.41,0.01,0.21,0.0,0.21,0.06,0.05,0.06,0.0,-28.0,-17.02,7.97,28.0,37.0,0.01,0.4,2.0,0.66,0.02,0.04
3.0,9.0,0.0,0.84,9.0,0.97,0.03,0.18,0.21,0.0,0.05,0.18,0.05,0.17,0.08,0.1,0.08,0.0,0.17,0.0,0.12,0.0,0.12,0.04,0.03,0.3,3.0,0.0,1.7,1.16,3.0,7.0,0.0,0.04,2.0,0.97,0.0,0.01
2.64,7.0,0.0,1.04,7.0,1.25,0.03,0.54,0.02,0.0,0.06,0.54,0.09,0.32,0.3,0.24,0.3,0.0,0.54,0.0,0.24,0.0,0.24,0.03,0.04,0.35,8.0,0.0,7.65,1.17,8.0,10.0,0.0,0.12,3.0,0.91,0.01,0.03
1.32,12.0,0.0,3.64,12.0,3.59,0.07,0.75,0.4,0.0,0.22,0.75,0.22,0.0,0.24,0.51,0.24,0.0,0.75,0.0,0.29,0.01,0.29,0.09,0.08,0.13,1.0,0.0,0.88,0.32,1.0,1.0,0.0,0.04,1.0,0.96,0.0,0.01
0.78,10.0,0.0,0.81,10.0,2.06,0.27,7.0,0.04,0.0,0.35,7.0,1.07,0.61,0.97,6.03,0.97,0.0,7.0,0.0,7.0,0.0,7.0,0.66,1.42,0.67,0.0,-6.0,-4.25,1.88,6.0,8.0,0.01,0.03,2.0,0.97,0.02,0.11
3.0,4.0,0.0,1.4,4.0,0.65,0.01,0.36,0.26,0.0,0.1,0.36,0.07,0.08,0.1,0.27,0.1,0.0,0.36,0.0,0.28,0.0,0.28,0.06,0.06,0.06,16.0,0.0,5.76,5.22,16.0,16.0,0.0,0.3,2.0,0.74,0.02,0.05
0.71,2.0,0.0,1.05,2.0,0.33,0.13,1.0,0.3,0.0,0.3,1.0,0.24,0.09,0.28,0.72,0.28,0.05,0.95,0.05,0.93,0.0,0.93,0.23,0.25,0.1,0.0,-6.0,-3.06,2.39,6.0,6.0,0.01,0.07,1.0,0.93,0.03,0.14
2.74,4.0,1.0,1.63,3.0,0.82,0.05,1.5,0.16,0.0,0.22,1.5,0.25,0.08,0.28,1.22,0.28,0.01,1.49,0.01,1.35,0.0,1.35,0.21,0.27,0.14,4.0,0.0,2.82,1.7,4.0,4.0,0.0,0.05,1.0,0.95,0.01,0.04
1.54,11.0,0.0,0.75,11.0,1.71,0.13,3.0,0.22,0.0,0.23,3.0,0.55,0.47,0.19,2.81,0.19,0.0,3.0,0.0,3.0,0.0,3.0,0.37,0.67,0.44,9.0,0.0,5.68,3.25,9.0,9.0,0.01,0.03,1.0,0.97,0.02,0.11
1.72,7.0,0.0,2.0,7.0,1.96,0.06,3.0,0.18,0.0,0.28,3.0,0.61,0.25,0.2,2.8,0.2,0.0,3.0,0.0,2.81,0.0,2.81,0.38,0.75,0.19,0.0,-5.0,-3.63,1.59,5.0,5.0,0.0,0.09,2.0,0.93,0.02,0.14
1.24,18.0,1.0,6.59,17.0,5.56,0.17,0.95,0.34,0.01,0.39,0.94,0.34,0.0,0.69,0.26,0.68,0.01,0.94,0.01,0.55,0.0,0.55,0.11,0.11,0.07,27.0,0.0,19.21,8.05,27.0,33.0,0.03,1.03,4.0,0.38,0.06,0.06
1.9,4.0,0.0,1.68,4.0,0.89,0.1,1.5,0.56,0.0,0.26,1.5,0.29,0.02,0.06,1.44,0.06,0.03,1.47,0.03,1.35,0.0,1.35,0.26,0.29,0.09,0.0,-7.0,-1.48,2.14,7.0,7.0,0.0,0.06,1.0,0.94,0.0,0.02
3.0,4.0,0.0,1.02,4.0,0.93,0.02,0.57,0.06,0.0,0.1,0.57,0.14,0.06,0.39,0.18,0.39,0.01,0.57,0.01,0.35,0.0,0.35,0.11,0.1,0.15,4.0,0.0,2.09,1.78,4.0,4.0,0.0,0.07,1.0,0.93,0.01,0.03
1.9,15.0,0.0,5.33,15.0,5.1,0.13,2.14,0.17,0.0,0.65,2.14,0.7,0.04,0.38,1.77,0.38,0.01,2.14,0.01,1.03,0.0,1.03,0.25,0.28,0.05,15.0,0.0,10.81,4.63,15.0,15.0,0.01,0.33,3.0,0.76,0.04,0.09
3.0,27.0,0.0,2.32,27.0,3.15,0.1,1.09,0.01,0.0,0.14,1.09,0.18,0.09,0.66,0.43,0.66,0.01,1.09,0.01,0.4,0.0,0.4,0.06,0.06,0.19,1.0,-12.0,-8.27,2.93,13.0,36.0,0.01,0.25,5.0,0.82,0.01,0.04
2.15,9.0,0.0,0.89,9.0,1.14,0.05,0.6,0.02,0.0,0.05,0.6,0.07,0.29,0.14,0.46,0.14,0.01,0.59,0.01,0.6,0.0,0.6,0.05,0.07,0.37,1.0,-3.0,-0.51,1.44,4.0,13.0,0.01,0.11,2.0,0.9,0.01,0.02
2.31,6.0,0.0,2.13,6.0,1.49,0.07,0.38,0.16,0.0,0.12,0.38,0.1,0.09,0.18,0.2,0.18,0.01,0.36,0.01,0.12,0.0,0.12,0.04,0.03,0.09,0.0,-5.0,-2.69,1.72,5.0,5.0,0.0,0.07,1.0,0.93,0.0,0.01
0.66,13.0,1.0,4.52,12.0,4.09,0.14,1.43,0.26,0.0,0.4,1.42,0.46,0.06,1.07,0.36,1.06,0.03,1.4,0.02,0.65,0.0,0.65,0.14,0.19,0.06,4.0,0.0,3.55,1.16,4.0,4.0,0.01,0.19,3.0,0.9,0.01,0.05
3.0,6.0,0.0,1.91,6.0,1.27,0.03,0.75,0.07,0.0,0.2,0.75,0.19,0.15,0.27,0.48,0.27,0.0,0.75,0.0,0.38,0.0,0.38,0.08,0.09,0.12,0.0,-12.0,-6.46,3.46,12.0,21.0,0.0,0.22,1.0,0.78,0.02,0.04
2.68,20.0,0.0,6.38,20.0,5.41,0.13,2.0,0.23,0.0,0.59,2.0,0.57,0.04,0.15,1.85,0.15,0.01,1.99,0.01,1.0,0.0,1.0,0.38,0.34,0.12,0.0,-5.0,-1.93,1.83,5.0,7.0,0.0,0.13,3.0,0.94,0.01,0.05
3.0,5.0,0.0,1.64,5.0,1.04,0.03,1.0,0.05,0.0,0.16,1.0,0.17,0.06,0.38,0.63,0.38,0.0,1.0,0.0,0.85,0.0,0.85,0.12,0.14,0.13,7.0,-3.0,1.3,3.19,10.0,13.0,0.0,0.2,2.0,0.83,0.02,0.05
1.01,4.0,1.0,1.96,3.0,0.9,0.1,0.29,0.3,0.04,0.12,0.24,0.06,0.04,0.07,0.21,0.03,0.08,0.21,0.04,0.17,0.0,0.17,0.06,0.04,0.08,4.0,0.0,1.45,1.26,4.0,4.0,0.0,0.07,1.0,0.93,0.0,0.02
1.23,9.0,0.0,2.5,9.0,1.8,0.15,1.5,0.08,0.0,0.29,1.5,0.28,0.03,0.1,1.4,0.1,0.03,1.47,0.03,0.86,0.0,0.86,0.16,0.18,0.06,6.0,-2.0,0.31,2.72,8.0,10.0,0.01,0.14,1.0,0.86,0.01,0.04
3.0,9.0,0.0,2.97,9.0,1.95,0.05,0.56,0.07,0.0,0.17,0.56,0.12,0.03,0.23,0.33,0.23,0.02,0.55,0.02,0.24,0.0,0.24,0.08,0.06,0.09,1.0,0.0,0.53,0.5,1.0,6.0,0.0,0.1,1.0,0.9,0.01,0.02
1.82,4.0,0.0,1.34,4.0,0.64,0.08,3.0,0.62,0.0,0.6,3.0,0.5,0.23,0.35,2.65,0.35,0.01,2.99,0.01,2.67,0.0,2.67,0.42,0.53,0.21,2.0,-1.0,0.64,0.64,3.0,5.0,0.0,0.05,1.0,0.95,0.01,0.05
0.85,6.0,1.0,2.25,5.0,1.35,0.23,0.86,0.1,0.04,0.28,0.81,0.18,0.23,0.35,0.5,0.31,0.43,0.42,0.39,0.53,0.0,0.53,0.1,0.09,0.16,0.0,-7.0,-2.09,2.0,7.0,7.0,0.01,0.08,1.0,0.92,0.01,0.03
2.57,5.0,0.0,1.75,5.0,1.37,0.07,0.36,0.2,0.0,0.11,0.36,0.09,0.12,0.17,0.19,0.17,0.01,0.36,0.01,0.23,0.0,0.23,0.05,0.05,0.17,0.0,-15.0,-12.09,3.54,15.0,26.0,0.01,0.25,2.0,0.76,0.01,0.03
1.54,9.0,0.0,2.11,9.0,2.26,0.09,1.0,0.06,0.0,0.14,1.0,0.18,0.05,0.59,0.41,0.59,0.01,0.99,0.01,0.5,0.0,0.5,0.07,0.08,0.06,12.0,0.0,10.27,2.03,12.0,19.0,0.01,0.29,3.0,0.77,0.02,0.04
2.89,44.0,0.0,11.21,44.0,13.54,0.05,3.5,0.36,0.0,0.55,3.5,1.11,0.0,0.39,3.11,0.39,0.0,3.5,0.0,3.39,0.0,3.39,0.94,1.39,0.0,2.0,-4.0,-0.13,1.89,6.0,8.0,0.0,0.57,2.0,0.5,0.0,0.0
1.13,2.0,0.0,1.13,2.0,0.53,0.2,2.0,0.1,0.0,0.47,2.0,0.31,0.31,0.1,1.9,0.1,0.04,1.96,0.04,1.5,0.0,1.5,0.3,0.31,0.27,36.0,-9.0,10.64,14.55,45.0,54.0,0.05,0.27,1.0,0.73,0.12,0.22
1.87,18.0,0.0,2.86,18.0,2.84,0.12,2.0,0.05,0.0,0.37,2.0,0.44,0.05,0.78,1.23,0.78,0.01,1.99,0.01,1.62,0.0,1.62,0.24,0.34,0.09,7.0,0.0,4.74,2.66,7.0,7.0,0.0,0.09,2.0,0.94,0.01,0.05
1.35,10.0,0.0,2.97,10.0,2.8,0.15,0.8,0.05,0.0,0.19,0.8,0.2,0.11,0.21,0.59,0.21,0.01,0.79,0.01,0.8,0.0,0.8,0.08,0.11,0.2,11.0,-12.0,3.94,6.98,23.0,35.0,0.03,0.53,3.0,0.62,0.04,0.08
0.61,4.0,1.0,1.59,3.0,0.81,0.14,0.43,0.08,0.04,0.17,0.39,0.1,0.29,0.29,0.14,0.24,0.17,0.26,0.13,0.32,0.0,0.32,0.08,0.08,0.18,0.0,-2.0,-1.89,0.41,2.0,2.0,0.0,0.04,1.0,0.96,0.0,0.02
2.76,6.0,0.0,1.82,6.0,1.09,0.08,1.5,0.36,0.0,0.22,1.5,0.24,0.03,0.19,1.31,0.19,0.01,1.49,0.01,1.27,0.0,1.27,0.17,0.22,0.02,9.0,0.0,5.97,2.14,9.0,20.0,0.01,0.17,2.0,0.85,0.02,0.05
3.0,9.0,0.0,2.43,9.0,1.96,0.07,0.6,0.67,0.0,0.15,0.6,0.13,0.06,0.23,0.37,0.23,0.01,0.59,0.01,0.48,0.0,0.48,0.07,0.09,0.13,13.0,-1.0,5.53,4.83,14.0,27.0,0.01,0.3,2.0,0.71,0.02,0.03
3.0,5.0,1.0,1.75,4.0,1.0,0.05,0.71,0.37,0.0,0.2,0.71,0.14,0.09,0.13,0.59,0.13,0.01,0.71,0.01,0.42,0.0,0.42,0.1,0.09,0.12,7.0,0.0,2.89,3.03,7.0,8.0,0.0,0.07,2.0,0.93,0.01,0.04
1.77,2.0,0.0,0.98,2.0,0.29,0.03,0.5,0.95,0.0,0.09,0.5,0.08,0.05,0.03,0.47,0.03,0.01,0.49,0.01,0.5,0.0,0.5,0.08,0.1,0.02,6.0,0.0,2.61,1.48,6.0,6.0,0.0,0.1,1.0,0.9,0.01,0.02
0.8,10.0,1.0,2.06,9.0,1.67,0.23,2.0,0.27,0.01,0.47,1.99,0.43,0.04,0.21,1.79,0.19,0.06,1.94,0.04,1.91,0.0,1.91,0.38,0.45,0.07,0.0,-6.0,-4.14,2.38,6.0,6.0,0.01,0.07,3.0,0.96,0.01,0.06
3.0,7.0,0.0,0.97,7.0,1.73,0.05,4.0,0.15,0.0,0.17,4.0,0.43,0.5,0.32,3.68,0.32,0.0,4.0,0.0,4.0,0.0,4.0,0.18,0.5,0.47,0.0,-1.0,-0.29,0.45,1.0,1.0,0.0,0.01,1.0,0.99,0.0,0.01
0.81,11.0,1.0,3.12,10.0,2.59,0.26,1.38,0.17,0.01,0.39,1.36,0.34,0.11,0.05,1.32,0.04,0.04,1.33,0.03,0.63,0.0,0.63,0.14,0.15,0.08,3.0,-2.0,-1.25,1.64,5.0,8.0,0.01,0.12,3.0,0.91,0.01,0.03
3.0,4.0,0.0,0.66,4.0,0.95,0.04,0.33,0.09,0.0,0.04,0.33,0.07,0.43,0.08,0.26,0.08,0.0,0.33,0.0,0.24,0.0,0.24,0.04,0.04,0.46,0.0,-3.0,-1.54,0.7,3.0,7.0,0.0,0.03,1.0,0.97,0.0,0.01
3.0,6.0,1.0,2.13,5.0,1.46,0.05,1.0,0.01,0.0,0.13,1.0,0.14,0.09,0.4,0.6,0.4,0.01,0.99,0.0,0.55,0.0,0.55,0.04,0.07,0.03,0.0,-9.0,-5.57,1.89,9.0,14.0,0.0,0.18,2.0,0.85,0.01,0.03
